Successfully loaded labels from /home/yonis/histogenomics-msc-2019/yoni-code/MsiPrediction/metadata/tcga/brca_dx/data_tcga_brca_dxwith_ddr_labels_and_splits.csv, it has 4026308 files.
We use a train split of fold 1 of 2200481 files.
Successfully loaded labels from /home/yonis/histogenomics-msc-2019/yoni-code/MsiPrediction/metadata/tcga/brca_dx/data_tcga_brca_dxwith_ddr_labels_and_splits.csv, it has 4026308 files.
We use a val split of fold 1 of 490680 files.
Successfully loaded labels from /home/yonis/histogenomics-msc-2019/yoni-code/MsiPrediction/metadata/tcga/brca_dx/data_tcga_brca_dxwith_ddr_labels_and_splits.csv, it has 4026308 files.
We use a test split of fold 1 of 947582 files.
[2020-09-11 12:53:36.720394 | Step 0 / 17192]
[2020-09-13 11:14:01.128178 | Step 4764 / 7403]
[2020-09-13 11:14:04.314697 | Step 4765 / 7403]
[2020-09-13 11:14:07.598009 | Step 4766 / 7403]
[2020-09-13 11:14:10.529841 | Step 4767 / 7403]
[2020-09-13 11:14:13.673283 | Step 4768 / 7403]
[2020-09-13 11:14:17.103734 | Step 4769 / 7403]
[2020-09-13 11:14:38.281828 | Step 4770 / 7403]
[2020-09-13 11:14:41.425015 | Step 4771 / 7403]
[2020-09-13 11:14:44.745034 | Step 4772 / 7403]
[2020-09-13 11:14:48.114235 | Step 4773 / 7403]
[2020-09-13 11:14:51.157385 | Step 4774 / 7403]
[2020-09-13 11:14:54.534213 | Step 4775 / 7403]
[2020-09-13 11:15:16.835327 | Step 4776 / 7403]
[2020-09-13 11:15:20.421655 | Step 4777 / 7403]
[2020-09-13 11:15:24.336958 | Step 4778 / 7403]
[2020-09-13 11:15:28.176728 | Step 4779 / 7403]
[2020-09-13 11:15:31.884696 | Step 4780 / 7403]
[2020-09-13 11:15:35.377640 | Step 4781 / 7403]
[2020-09-13 11:15:57.685550 | Step 4782 / 7403]
[2020-09-13 11:16:01.327258 | Step 4783 / 7403]
[2020-09-13 11:16:05.488757 | Step 4784 / 7403]
[2020-09-13 11:16:09.350128 | Step 4785 / 7403]
[2020-09-13 11:16:12.940587 | Step 4786 / 7403]
[2020-09-13 11:16:16.694485 | Step 4787 / 7403]
[2020-09-13 11:16:37.740988 | Step 4788 / 7403]
[2020-09-13 11:16:41.410033 | Step 4789 / 7403]
[2020-09-13 11:16:44.944745 | Step 4790 / 7403]
[2020-09-13 11:16:48.610276 | Step 4791 / 7403]
[2020-09-13 11:16:52.140734 | Step 4792 / 7403]
[2020-09-13 11:16:55.937874 | Step 4793 / 7403]
[2020-09-13 11:17:17.495324 | Step 4794 / 7403]
[2020-09-13 11:17:21.162237 | Step 4795 / 7403]
[2020-09-13 11:17:24.966702 | Step 4796 / 7403]
[2020-09-13 11:17:28.589643 | Step 4797 / 7403]
[2020-09-13 11:17:32.033851 | Step 4798 / 7403]
[2020-09-13 11:17:35.627086 | Step 4799 / 7403]
[2020-09-13 11:17:55.747070 | Step 4800 / 7403]
[2020-09-13 11:17:59.168561 | Step 4801 / 7403]
[2020-09-13 11:18:02.469547 | Step 4802 / 7403]
[2020-09-13 11:18:05.752635 | Step 4803 / 7403]
[2020-09-13 11:18:08.949778 | Step 4804 / 7403]
[2020-09-13 11:18:12.491483 | Step 4805 / 7403]
[2020-09-13 11:18:35.549097 | Step 4806 / 7403]
[2020-09-13 11:18:39.133080 | Step 4807 / 7403]
[2020-09-13 11:18:42.646172 | Step 4808 / 7403]
[2020-09-13 11:18:46.369918 | Step 4809 / 7403]
[2020-09-13 11:18:49.773519 | Step 4810 / 7403]
[2020-09-13 11:18:53.697462 | Step 4811 / 7403]
[2020-09-13 11:19:13.624874 | Step 4812 / 7403]
[2020-09-13 11:19:17.141346 | Step 4813 / 7403]
[2020-09-13 11:19:20.800659 | Step 4814 / 7403]
[2020-09-13 11:19:24.640378 | Step 4815 / 7403]
[2020-09-13 11:19:28.385909 | Step 4816 / 7403]
[2020-09-13 11:19:32.263388 | Step 4817 / 7403]
[2020-09-13 11:19:54.776357 | Step 4818 / 7403]
[2020-09-13 11:19:58.212079 | Step 4819 / 7403]
[2020-09-13 11:20:01.815158 | Step 4820 / 7403]
[2020-09-13 11:20:05.160499 | Step 4821 / 7403]
[2020-09-13 11:20:09.080594 | Step 4822 / 7403]
[2020-09-13 11:20:12.775973 | Step 4823 / 7403]
[2020-09-13 11:20:34.674346 | Step 4824 / 7403]
[2020-09-13 11:20:38.325420 | Step 4825 / 7403]
[2020-09-13 11:20:41.867149 | Step 4826 / 7403]
[2020-09-13 11:20:45.458373 | Step 4827 / 7403]
[2020-09-13 11:20:48.955721 | Step 4828 / 7403]
[2020-09-13 11:20:52.627606 | Step 4829 / 7403]
[2020-09-13 11:21:13.548695 | Step 4830 / 7403]
[2020-09-13 11:21:17.139532 | Step 4831 / 7403]
[2020-09-13 11:21:20.790844 | Step 4832 / 7403]
[2020-09-13 11:21:24.643353 | Step 4833 / 7403]
[2020-09-13 11:21:29.113913 | Step 4834 / 7403]
[2020-09-13 11:21:32.887759 | Step 4835 / 7403]
[2020-09-13 11:21:52.033830 | Step 4836 / 7403]
[2020-09-13 11:21:55.378014 | Step 4837 / 7403]
[2020-09-13 11:21:58.949219 | Step 4838 / 7403]
[2020-09-13 11:22:02.457087 | Step 4839 / 7403]
[2020-09-13 11:22:05.928488 | Step 4840 / 7403]
[2020-09-13 11:22:09.882006 | Step 4841 / 7403]
[2020-09-13 11:22:31.085171 | Step 4842 / 7403]
[2020-09-13 11:22:34.331507 | Step 4843 / 7403]
[2020-09-13 11:22:37.721028 | Step 4844 / 7403]
[2020-09-13 11:22:41.258387 | Step 4845 / 7403]
[2020-09-13 11:22:44.875461 | Step 4846 / 7403]
[2020-09-13 11:22:48.851922 | Step 4847 / 7403]
[2020-09-13 11:23:11.011317 | Step 4848 / 7403]
[2020-09-13 11:23:14.684951 | Step 4849 / 7403]
[2020-09-13 11:23:18.444559 | Step 4850 / 7403]
[2020-09-13 11:23:22.112408 | Step 4851 / 7403]
[2020-09-13 11:23:25.757938 | Step 4852 / 7403]
[2020-09-13 11:23:29.473002 | Step 4853 / 7403]
[2020-09-13 11:23:50.947275 | Step 4854 / 7403]
[2020-09-13 11:23:54.448289 | Step 4855 / 7403]
[2020-09-13 11:23:58.241224 | Step 4856 / 7403]
[2020-09-13 11:24:01.780908 | Step 4857 / 7403]
[2020-09-13 11:24:05.353043 | Step 4858 / 7403]
[2020-09-13 11:24:09.634128 | Step 4859 / 7403]
[2020-09-13 11:24:31.106950 | Step 4860 / 7403]
[2020-09-13 11:24:34.505338 | Step 4861 / 7403]
[2020-09-13 11:24:37.863259 | Step 4862 / 7403]
[2020-09-13 11:24:41.107557 | Step 4863 / 7403]
[2020-09-13 11:24:44.444265 | Step 4864 / 7403]
[2020-09-13 11:24:47.991096 | Step 4865 / 7403]
[2020-09-13 11:25:11.669589 | Step 4866 / 7403]
[2020-09-13 11:25:15.297325 | Step 4867 / 7403]
[2020-09-13 11:25:19.253381 | Step 4868 / 7403]
[2020-09-13 11:25:22.955825 | Step 4869 / 7403]
[2020-09-13 11:25:27.175139 | Step 4870 / 7403]
[2020-09-13 11:25:31.283138 | Step 4871 / 7403]
[2020-09-13 11:25:53.371046 | Step 4872 / 7403]
[2020-09-13 11:25:57.301392 | Step 4873 / 7403]
[2020-09-13 11:26:01.718853 | Step 4874 / 7403]
[2020-09-13 11:26:05.449873 | Step 4875 / 7403]
[2020-09-13 11:26:09.246680 | Step 4876 / 7403]
[2020-09-13 11:26:13.489822 | Step 4877 / 7403]
[2020-09-13 11:26:34.974837 | Step 4878 / 7403]
[2020-09-13 11:26:39.042777 | Step 4879 / 7403]
[2020-09-13 11:26:43.047532 | Step 4880 / 7403]
[2020-09-13 11:26:46.739724 | Step 4881 / 7403]
[2020-09-13 11:26:50.660228 | Step 4882 / 7403]
[2020-09-13 11:26:54.700826 | Step 4883 / 7403]
[2020-09-13 11:27:16.753043 | Step 4884 / 7403]
[2020-09-13 11:27:20.732193 | Step 4885 / 7403]
[2020-09-13 11:27:24.166459 | Step 4886 / 7403]
[2020-09-13 11:27:27.594923 | Step 4887 / 7403]
[2020-09-13 11:27:31.678027 | Step 4888 / 7403]
[2020-09-13 11:27:35.521241 | Step 4889 / 7403]
[2020-09-13 11:27:53.300925 | Step 4890 / 7403]
[2020-09-13 11:27:56.695448 | Step 4891 / 7403]
[2020-09-13 11:28:00.173122 | Step 4892 / 7403]
[2020-09-13 11:28:03.870151 | Step 4893 / 7403]
[2020-09-13 11:28:07.873076 | Step 4894 / 7403]
[2020-09-13 11:28:11.636426 | Step 4895 / 7403]
[2020-09-13 11:28:32.109607 | Step 4896 / 7403]
[2020-09-13 11:28:35.647150 | Step 4897 / 7403]
[2020-09-13 11:28:39.301302 | Step 4898 / 7403]
[2020-09-13 11:28:43.034284 | Step 4899 / 7403]
[2020-09-13 11:28:46.609044 | Step 4900 / 7403]
[2020-09-13 11:28:50.053056 | Step 4901 / 7403]
[2020-09-13 11:29:09.936566 | Step 4902 / 7403]
[2020-09-13 11:29:13.603354 | Step 4903 / 7403]
[2020-09-13 11:29:17.453541 | Step 4904 / 7403]
[2020-09-13 11:29:20.995984 | Step 4905 / 7403]
[2020-09-13 11:29:24.704929 | Step 4906 / 7403]
[2020-09-13 11:29:28.408494 | Step 4907 / 7403]
[2020-09-13 11:29:49.068380 | Step 4908 / 7403]
[2020-09-13 11:29:52.489325 | Step 4909 / 7403]
[2020-09-13 11:29:56.158251 | Step 4910 / 7403]
[2020-09-13 11:29:59.964752 | Step 4911 / 7403]
[2020-09-13 11:30:04.030227 | Step 4912 / 7403]
[2020-09-13 11:30:07.721209 | Step 4913 / 7403]
[2020-09-13 11:30:27.667436 | Step 4914 / 7403]
[2020-09-13 11:30:31.102088 | Step 4915 / 7403]
[2020-09-13 11:30:34.824976 | Step 4916 / 7403]
[2020-09-13 11:30:38.618438 | Step 4917 / 7403]
[2020-09-13 11:30:42.411868 | Step 4918 / 7403]
[2020-09-13 11:30:46.552146 | Step 4919 / 7403]
[2020-09-13 11:31:07.060322 | Step 4920 / 7403]
[2020-09-13 11:31:10.796545 | Step 4921 / 7403]
[2020-09-13 11:31:14.511595 | Step 4922 / 7403]
[2020-09-13 11:31:18.532660 | Step 4923 / 7403]
[2020-09-13 11:31:22.713365 | Step 4924 / 7403]
[2020-09-13 11:31:26.480689 | Step 4925 / 7403]
[2020-09-13 11:31:46.893213 | Step 4926 / 7403]
[2020-09-13 11:31:50.842909 | Step 4927 / 7403]
[2020-09-13 11:31:54.611634 | Step 4928 / 7403]
[2020-09-13 11:31:58.114743 | Step 4929 / 7403]
[2020-09-13 11:32:01.678245 | Step 4930 / 7403]
[2020-09-13 11:32:05.260471 | Step 4931 / 7403]
[2020-09-13 11:32:25.473475 | Step 4932 / 7403]
[2020-09-13 11:32:29.073156 | Step 4933 / 7403]
[2020-09-13 11:32:32.704955 | Step 4934 / 7403]
[2020-09-13 11:32:36.201683 | Step 4935 / 7403]
[2020-09-13 11:32:39.718347 | Step 4936 / 7403]
[2020-09-13 11:32:42.969598 | Step 4937 / 7403]
[2020-09-13 11:33:05.250579 | Step 4938 / 7403]
[2020-09-13 11:33:08.794698 | Step 4939 / 7403]
[2020-09-13 11:33:13.351502 | Step 4940 / 7403]
[2020-09-13 11:33:16.997329 | Step 4941 / 7403]
[2020-09-13 11:33:20.773395 | Step 4942 / 7403]
[2020-09-13 11:33:24.247089 | Step 4943 / 7403]
[2020-09-13 11:33:44.836397 | Step 4944 / 7403]
[2020-09-13 11:33:48.408437 | Step 4945 / 7403]
[2020-09-13 11:33:52.358263 | Step 4946 / 7403]
[2020-09-13 11:33:56.289455 | Step 4947 / 7403]
[2020-09-13 11:33:59.874852 | Step 4948 / 7403]
[2020-09-13 11:34:03.114748 | Step 4949 / 7403]
[2020-09-13 11:34:22.488798 | Step 4950 / 7403]
[2020-09-13 11:34:25.868922 | Step 4951 / 7403]
[2020-09-13 11:34:29.338869 | Step 4952 / 7403]
[2020-09-13 11:34:32.754921 | Step 4953 / 7403]
[2020-09-13 11:34:36.419733 | Step 4954 / 7403]
[2020-09-13 11:34:40.077469 | Step 4955 / 7403]
[2020-09-13 11:34:58.646324 | Step 4956 / 7403]
[2020-09-13 11:35:01.929854 | Step 4957 / 7403]
[2020-09-13 11:35:05.548542 | Step 4958 / 7403]
[2020-09-13 11:35:08.870233 | Step 4959 / 7403]
[2020-09-13 11:35:12.207879 | Step 4960 / 7403]
[2020-09-13 11:35:16.020573 | Step 4961 / 7403]
[2020-09-13 11:35:37.713493 | Step 4962 / 7403]
[2020-09-13 11:35:41.271672 | Step 4963 / 7403]
[2020-09-13 11:35:45.003735 | Step 4964 / 7403]
[2020-09-13 11:35:48.552035 | Step 4965 / 7403]
[2020-09-13 11:35:52.229441 | Step 4966 / 7403]
[2020-09-13 11:35:55.921765 | Step 4967 / 7403]
[2020-09-13 11:36:18.220026 | Step 4968 / 7403]
[2020-09-13 11:36:21.823552 | Step 4969 / 7403]
[2020-09-13 11:36:25.486682 | Step 4970 / 7403]
[2020-09-13 11:36:29.402478 | Step 4971 / 7403]
[2020-09-13 11:36:33.269755 | Step 4972 / 7403]
[2020-09-13 11:36:37.104251 | Step 4973 / 7403]
[2020-09-13 11:36:58.725926 | Step 4974 / 7403]
[2020-09-13 11:37:02.218405 | Step 4975 / 7403]
[2020-09-13 11:37:06.140068 | Step 4976 / 7403]
[2020-09-13 11:37:09.442374 | Step 4977 / 7403]
[2020-09-13 11:37:13.015653 | Step 4978 / 7403]
[2020-09-13 11:37:16.790707 | Step 4979 / 7403]
[2020-09-13 11:37:37.933907 | Step 4980 / 7403]
[2020-09-13 11:37:41.748941 | Step 4981 / 7403]
[2020-09-13 11:37:45.387500 | Step 4982 / 7403]
[2020-09-13 11:37:49.120515 | Step 4983 / 7403]
[2020-09-13 11:37:52.902488 | Step 4984 / 7403]
[2020-09-13 11:37:56.654132 | Step 4985 / 7403]
[2020-09-13 11:38:18.104656 | Step 4986 / 7403]
[2020-09-13 11:38:21.744183 | Step 4987 / 7403]
[2020-09-13 11:38:25.662296 | Step 4988 / 7403]
[2020-09-13 11:38:29.386437 | Step 4989 / 7403]
[2020-09-13 11:38:33.409188 | Step 4990 / 7403]
[2020-09-13 11:38:37.113815 | Step 4991 / 7403]
[2020-09-13 11:38:58.551277 | Step 4992 / 7403]
[2020-09-13 11:39:02.355636 | Step 4993 / 7403]
[2020-09-13 11:39:06.444354 | Step 4994 / 7403]
[2020-09-13 11:39:10.260883 | Step 4995 / 7403]
[2020-09-13 11:39:14.041026 | Step 4996 / 7403]
[2020-09-13 11:39:17.718944 | Step 4997 / 7403]
[2020-09-13 11:39:39.571614 | Step 4998 / 7403]
[2020-09-13 11:39:43.225368 | Step 4999 / 7403]
[2020-09-13 11:39:47.039244 | Step 5000 / 7403]
[2020-09-13 11:39:50.714388 | Step 5001 / 7403]
[2020-09-13 11:39:54.943547 | Step 5002 / 7403]
[2020-09-13 11:39:58.586691 | Step 5003 / 7403]
[2020-09-13 11:40:20.161009 | Step 5004 / 7403]
[2020-09-13 11:40:23.789995 | Step 5005 / 7403]
[2020-09-13 11:40:27.432017 | Step 5006 / 7403]
[2020-09-13 11:40:31.571100 | Step 5007 / 7403]
[2020-09-13 11:40:35.386866 | Step 5008 / 7403]
[2020-09-13 11:40:39.004253 | Step 5009 / 7403]
[2020-09-13 11:40:59.005148 | Step 5010 / 7403]
[2020-09-13 11:41:02.575911 | Step 5011 / 7403]
[2020-09-13 11:41:06.254498 | Step 5012 / 7403]
[2020-09-13 11:41:09.747840 | Step 5013 / 7403]
[2020-09-13 11:41:13.466007 | Step 5014 / 7403]
[2020-09-13 11:41:17.229454 | Step 5015 / 7403]
[2020-09-13 11:41:38.758109 | Step 5016 / 7403]
[2020-09-13 11:41:42.321767 | Step 5017 / 7403]
[2020-09-13 11:41:46.180818 | Step 5018 / 7403]
[2020-09-13 11:41:49.584630 | Step 5019 / 7403]
[2020-09-13 11:41:53.306603 | Step 5020 / 7403]
[2020-09-13 11:41:57.064479 | Step 5021 / 7403]
[2020-09-13 11:42:18.781057 | Step 5022 / 7403]
[2020-09-13 11:42:22.479591 | Step 5023 / 7403]
[2020-09-13 11:42:26.295256 | Step 5024 / 7403]
[2020-09-13 11:42:29.841511 | Step 5025 / 7403]
[2020-09-13 11:42:33.742438 | Step 5026 / 7403]
[2020-09-13 11:42:37.715043 | Step 5027 / 7403]
[2020-09-13 11:42:59.371576 | Step 5028 / 7403]
[2020-09-13 11:43:03.119683 | Step 5029 / 7403]
[2020-09-13 11:43:06.488330 | Step 5030 / 7403]
[2020-09-13 11:43:10.165274 | Step 5031 / 7403]
[2020-09-13 11:43:13.681910 | Step 5032 / 7403]
[2020-09-13 11:43:17.277555 | Step 5033 / 7403]
[2020-09-13 11:43:38.350240 | Step 5034 / 7403]
[2020-09-13 11:43:41.923166 | Step 5035 / 7403]
[2020-09-13 11:43:45.478308 | Step 5036 / 7403]
[2020-09-13 11:43:49.307023 | Step 5037 / 7403]
[2020-09-13 11:43:53.258335 | Step 5038 / 7403]
[2020-09-13 11:43:56.920474 | Step 5039 / 7403]
[2020-09-13 11:44:18.367776 | Step 5040 / 7403]
[2020-09-13 11:44:22.122735 | Step 5041 / 7403]
[2020-09-13 11:44:25.553957 | Step 5042 / 7403]
[2020-09-13 11:44:29.184891 | Step 5043 / 7403]
[2020-09-13 11:44:32.834027 | Step 5044 / 7403]
[2020-09-13 11:44:36.526021 | Step 5045 / 7403]
[2020-09-13 11:44:58.272048 | Step 5046 / 7403]
[2020-09-13 11:45:01.858025 | Step 5047 / 7403]
[2020-09-13 11:45:04.808188 | Step 5048 / 7403]
[2020-09-13 11:45:08.446273 | Step 5049 / 7403]
[2020-09-13 11:45:11.874513 | Step 5050 / 7403]
[2020-09-13 11:45:15.472494 | Step 5051 / 7403]
[2020-09-13 11:45:36.608870 | Step 5052 / 7403]
[2020-09-13 11:45:39.625577 | Step 5053 / 7403]
[2020-09-13 11:45:42.859913 | Step 5054 / 7403]
[2020-09-13 11:45:45.901653 | Step 5055 / 7403]
[2020-09-13 11:45:49.134150 | Step 5056 / 7403]
[2020-09-13 11:45:52.179638 | Step 5057 / 7403]
[2020-09-13 11:46:12.018573 | Step 5058 / 7403]
[2020-09-13 11:46:15.390901 | Step 5059 / 7403]
[2020-09-13 11:46:18.499217 | Step 5060 / 7403]
[2020-09-13 11:46:21.728032 | Step 5061 / 7403]
[2020-09-13 11:46:24.822918 | Step 5062 / 7403]
[2020-09-13 11:46:28.251264 | Step 5063 / 7403]
[2020-09-13 11:46:49.287294 | Step 5064 / 7403]
[2020-09-13 11:46:52.595124 | Step 5065 / 7403]
[2020-09-13 11:46:55.973930 | Step 5066 / 7403]
[2020-09-13 11:46:59.329172 | Step 5067 / 7403]
[2020-09-13 11:47:02.936361 | Step 5068 / 7403]
[2020-09-13 11:47:06.205319 | Step 5069 / 7403]
[2020-09-13 11:47:28.284832 | Step 5070 / 7403]
[2020-09-13 11:47:31.775513 | Step 5071 / 7403]
[2020-09-13 11:47:34.956621 | Step 5072 / 7403]
[2020-09-13 11:47:38.346229 | Step 5073 / 7403]
[2020-09-13 11:47:41.965466 | Step 5074 / 7403]
[2020-09-13 11:47:45.402967 | Step 5075 / 7403]
[2020-09-13 11:48:07.157592 | Step 5076 / 7403]
[2020-09-13 11:48:10.141798 | Step 5077 / 7403]
[2020-09-13 11:48:13.607873 | Step 5078 / 7403]
[2020-09-13 11:48:17.003719 | Step 5079 / 7403]
[2020-09-13 11:48:20.762449 | Step 5080 / 7403]
[2020-09-13 11:48:24.170036 | Step 5081 / 7403]
[2020-09-13 11:48:44.074918 | Step 5082 / 7403]
[2020-09-13 11:48:47.358809 | Step 5083 / 7403]
[2020-09-13 11:48:50.419844 | Step 5084 / 7403]
[2020-09-13 11:48:53.646659 | Step 5085 / 7403]
[2020-09-13 11:48:56.882233 | Step 5086 / 7403]
[2020-09-13 11:49:00.169563 | Step 5087 / 7403]
[2020-09-13 11:49:20.960703 | Step 5088 / 7403]
[2020-09-13 11:49:24.025259 | Step 5089 / 7403]
[2020-09-13 11:49:27.112285 | Step 5090 / 7403]
[2020-09-13 11:49:30.213854 | Step 5091 / 7403]
[2020-09-13 11:49:33.358176 | Step 5092 / 7403]
[2020-09-13 11:49:37.083873 | Step 5093 / 7403]
[2020-09-13 11:49:57.630968 | Step 5094 / 7403]
[2020-09-13 11:50:00.581762 | Step 5095 / 7403]
[2020-09-13 11:50:04.034821 | Step 5096 / 7403]
[2020-09-13 11:50:07.330810 | Step 5097 / 7403]
[2020-09-13 11:50:10.801613 | Step 5098 / 7403]
[2020-09-13 11:50:14.269512 | Step 5099 / 7403]
[2020-09-13 11:50:33.858352 | Step 5100 / 7403]
[2020-09-13 11:50:37.245334 | Step 5101 / 7403]
[2020-09-13 11:50:40.703392 | Step 5102 / 7403]
[2020-09-13 11:50:44.124546 | Step 5103 / 7403]
[2020-09-13 11:50:47.720691 | Step 5104 / 7403]
[2020-09-13 11:50:51.273625 | Step 5105 / 7403]
[2020-09-13 11:51:11.435793 | Step 5106 / 7403]
[2020-09-13 11:51:15.035608 | Step 5107 / 7403]
[2020-09-13 11:51:18.629868 | Step 5108 / 7403]
[2020-09-13 11:51:22.250346 | Step 5109 / 7403]
[2020-09-13 11:51:25.786884 | Step 5110 / 7403]
[2020-09-13 11:51:29.201385 | Step 5111 / 7403]
[2020-09-13 11:51:49.369404 | Step 5112 / 7403]
[2020-09-13 11:51:52.791391 | Step 5113 / 7403]
[2020-09-13 11:51:56.367779 | Step 5114 / 7403]
[2020-09-13 11:51:59.919164 | Step 5115 / 7403]
[2020-09-13 11:52:03.555535 | Step 5116 / 7403]
[2020-09-13 11:52:07.171995 | Step 5117 / 7403]
[2020-09-13 11:52:27.302589 | Step 5118 / 7403]
[2020-09-13 11:52:31.113755 | Step 5119 / 7403]
[2020-09-13 11:52:34.795837 | Step 5120 / 7403]
[2020-09-13 11:52:38.481247 | Step 5121 / 7403]
[2020-09-13 11:52:42.203876 | Step 5122 / 7403]
[2020-09-13 11:52:45.946441 | Step 5123 / 7403]
[2020-09-13 11:53:05.639656 | Step 5124 / 7403]
[2020-09-13 11:53:09.162917 | Step 5125 / 7403]
[2020-09-13 11:53:13.013047 | Step 5126 / 7403]
[2020-09-13 11:53:16.559686 | Step 5127 / 7403]
[2020-09-13 11:53:20.080921 | Step 5128 / 7403]
[2020-09-13 11:53:23.861534 | Step 5129 / 7403]
[2020-09-13 11:53:43.997002 | Step 5130 / 7403]
[2020-09-13 11:53:47.682612 | Step 5131 / 7403]
[2020-09-13 11:53:51.505188 | Step 5132 / 7403]
[2020-09-13 11:53:54.956223 | Step 5133 / 7403]
[2020-09-13 11:53:58.419103 | Step 5134 / 7403]
[2020-09-13 11:54:02.237117 | Step 5135 / 7403]
[2020-09-13 11:54:22.224307 | Step 5136 / 7403]
[2020-09-13 11:54:25.667608 | Step 5137 / 7403]
[2020-09-13 11:54:29.466180 | Step 5138 / 7403]
[2020-09-13 11:54:32.779242 | Step 5139 / 7403]
[2020-09-13 11:54:36.200941 | Step 5140 / 7403]
[2020-09-13 11:54:39.965882 | Step 5141 / 7403]
[2020-09-13 11:55:00.344181 | Step 5142 / 7403]
[2020-09-13 11:55:03.559348 | Step 5143 / 7403]
[2020-09-13 11:55:07.017861 | Step 5144 / 7403]
[2020-09-13 11:55:09.990379 | Step 5145 / 7403]
[2020-09-13 11:55:12.915974 | Step 5146 / 7403]
[2020-09-13 11:55:16.339910 | Step 5147 / 7403]
[2020-09-13 11:55:34.746461 | Step 5148 / 7403]
[2020-09-13 11:55:37.891654 | Step 5149 / 7403]
[2020-09-13 11:55:41.476885 | Step 5150 / 7403]
[2020-09-13 11:55:44.852091 | Step 5151 / 7403]
[2020-09-13 11:55:47.770239 | Step 5152 / 7403]
[2020-09-13 11:55:51.029585 | Step 5153 / 7403]
[2020-09-13 11:56:13.831741 | Step 5154 / 7403]
[2020-09-13 11:56:17.568113 | Step 5155 / 7403]
[2020-09-13 11:56:21.968761 | Step 5156 / 7403]
[2020-09-13 11:56:25.874436 | Step 5157 / 7403]
[2020-09-13 11:56:29.668197 | Step 5158 / 7403]
[2020-09-13 11:56:33.337746 | Step 5159 / 7403]
[2020-09-13 11:56:55.033932 | Step 5160 / 7403]
[2020-09-13 11:56:58.913689 | Step 5161 / 7403]
[2020-09-13 11:57:02.716766 | Step 5162 / 7403]
[2020-09-13 11:57:06.813096 | Step 5163 / 7403]
[2020-09-13 11:57:10.559031 | Step 5164 / 7403]
[2020-09-13 11:57:14.254043 | Step 5165 / 7403]
[2020-09-13 11:57:35.705497 | Step 5166 / 7403]
[2020-09-13 11:57:39.764329 | Step 5167 / 7403]
[2020-09-13 11:57:43.606117 | Step 5168 / 7403]
[2020-09-13 11:57:47.211704 | Step 5169 / 7403]
[2020-09-13 11:57:50.960807 | Step 5170 / 7403]
[2020-09-13 11:57:54.889238 | Step 5171 / 7403]
[2020-09-13 11:58:15.134790 | Step 5172 / 7403]
[2020-09-13 11:58:18.467208 | Step 5173 / 7403]
[2020-09-13 11:58:21.920758 | Step 5174 / 7403]
[2020-09-13 11:58:25.815997 | Step 5175 / 7403]
[2020-09-13 11:58:29.318356 | Step 5176 / 7403]
[2020-09-13 11:58:32.539648 | Step 5177 / 7403]
[2020-09-13 11:58:52.425425 | Step 5178 / 7403]
[2020-09-13 11:58:56.066276 | Step 5179 / 7403]
[2020-09-13 11:58:59.628615 | Step 5180 / 7403]
[2020-09-13 11:59:03.309164 | Step 5181 / 7403]
[2020-09-13 11:59:06.749494 | Step 5182 / 7403]
[2020-09-13 11:59:10.276392 | Step 5183 / 7403]
[2020-09-13 11:59:32.305003 | Step 5184 / 7403]
[2020-09-13 11:59:35.778711 | Step 5185 / 7403]
[2020-09-13 11:59:39.451810 | Step 5186 / 7403]
[2020-09-13 11:59:43.071367 | Step 5187 / 7403]
[2020-09-13 11:59:46.716696 | Step 5188 / 7403]
[2020-09-13 11:59:50.308188 | Step 5189 / 7403]
[2020-09-13 12:00:11.203006 | Step 5190 / 7403]
[2020-09-13 12:00:14.868220 | Step 5191 / 7403]
[2020-09-13 12:00:18.259834 | Step 5192 / 7403]
[2020-09-13 12:00:21.977517 | Step 5193 / 7403]
[2020-09-13 12:00:25.762693 | Step 5194 / 7403]
[2020-09-13 12:00:29.436526 | Step 5195 / 7403]
[2020-09-13 12:00:50.539679 | Step 5196 / 7403]
[2020-09-13 12:00:54.233321 | Step 5197 / 7403]
[2020-09-13 12:00:57.875445 | Step 5198 / 7403]
[2020-09-13 12:01:01.535455 | Step 5199 / 7403]
[2020-09-13 12:01:04.888145 | Step 5200 / 7403]
[2020-09-13 12:01:08.272084 | Step 5201 / 7403]
[2020-09-13 12:01:27.690336 | Step 5202 / 7403]
[2020-09-13 12:01:31.153678 | Step 5203 / 7403]
[2020-09-13 12:01:34.626865 | Step 5204 / 7403]
[2020-09-13 12:01:37.870567 | Step 5205 / 7403]
[2020-09-13 12:01:41.321564 | Step 5206 / 7403]
[2020-09-13 12:01:44.846258 | Step 5207 / 7403]
[2020-09-13 12:02:04.696099 | Step 5208 / 7403]
[2020-09-13 12:02:08.269804 | Step 5209 / 7403]
[2020-09-13 12:02:11.850360 | Step 5210 / 7403]
[2020-09-13 12:02:15.153884 | Step 5211 / 7403]
[2020-09-13 12:02:17.985433 | Step 5212 / 7403]
[2020-09-13 12:02:21.464030 | Step 5213 / 7403]
[2020-09-13 12:02:41.144637 | Step 5214 / 7403]
[2020-09-13 12:02:44.304690 | Step 5215 / 7403]
[2020-09-13 12:02:47.548144 | Step 5216 / 7403]
[2020-09-13 12:02:50.554499 | Step 5217 / 7403]
